chat_id_1,chat_id_2,similarity,date_diff
173,181,0.9360666664903539,2 days 10:01:08
114,173,0.9360232190491408,4 days 12:14:50
114,173,0.9360232190491408,4 days 03:39:23
114,173,0.9360232190491408,0 days 23:25:38
173,114,0.9360232190491408,4 days 23:34:39
219,173,0.936006814189502,0 days 11:58:04
114,173,0.935890383238036,4 days 16:54:56
219,173,0.9358449946421272,0 days 10:59:26
207,187,0.9357915995159739,6 days 02:24:55
179,187,0.9357915995159739,6 days 02:29:34
173,114,0.9356212501333595,5 days 18:05:09
173,219,0.9356212501333595,1 days 12:59:07
1934,1730,0.9355484044118921,2 days 10:31:01
1730,1934,0.9355484044118921,2 days 10:31:16
114,173,0.9353846319365435,4 days 11:25:35
182,206,0.9353760901780248,4 days 19:42:02
114,173,0.9353444858874044,5 days 16:19:48
114,173,0.9353444858874044,1 days 23:25:29
173,114,0.9353444858874044,1 days 07:32:58
173,219,0.9352117463987709,6 days 00:04:50
181,173,0.9352117463987709,6 days 00:03:15
181,219,0.9352117463987709,6 days 00:03:47
114,219,0.9349585675816885,2 days 21:48:50
173,114,0.9349585675816885,6 days 03:12:02
114,173,0.9349585675816885,2 days 21:56:47
173,219,0.9349585675816885,3 days 00:55:43
1934,1730,0.9348448366525878,1 days 12:40:47
207,173,0.934838558594739,3 days 07:22:32
207,114,0.934838558594739,3 days 17:27:37
1934,1730,0.9347921892643989,1 days 14:31:40
114,173,0.9347247459779238,2 days 00:25:17
1751,1735,0.9346524852850755,4 days 10:21:40
173,219,0.9346078649786328,2 days 22:01:30
173,114,0.9344525207224206,5 days 17:13:25
173,181,0.9344371522633518,2 days 12:09:12
173,219,0.9342611758866847,5 days 10:50:34
114,173,0.9342611758866847,3 days 07:54:54
114,173,0.9342611758866847,3 days 07:55:07
1751,1735,0.9340864049240597,0 days 16:10:40
1735,1751,0.9340864049240597,0 days 16:10:05
181,173,0.9340587520038266,6 days 19:37:39
181,173,0.9339261949802221,0 days 12:59:09
1934,1730,0.9338570268276642,6 days 23:49:29
181,173,0.9337950112183884,3 days 19:22:11
173,181,0.9336335740538663,1 days 08:00:09
181,173,0.9336335740538663,3 days 22:59:39
181,173,0.9335837204252256,5 days 21:55:11
181,219,0.9335837204252256,5 days 21:55:43
173,219,0.9335837204252256,5 days 21:58:58
173,179,0.9335837204252256,0 days 09:06:26
173,114,0.933576615286732,6 days 12:09:19
114,173,0.933576615286732,2 days 16:55:34
173,219,0.9335264806778447,1 days 12:59:42
173,219,0.9333650899376542,1 days 13:58:20
1730,1934,0.9333323548728439,2 days 10:40:43
1934,1730,0.9333323548728439,2 days 10:39:39
173,114,0.9330713164099336,0 days 14:59:53
173,219,0.9330509715952078,0 days 01:50:59
114,173,0.9330229616447385,4 days 16:55:14
173,181,0.9329535760006753,1 days 06:01:05
173,114,0.9329396973310533,3 days 00:09:22
173,114,0.9328996562167843,5 days 12:09:28
173,114,0.9328996562167843,1 days 19:15:09
173,219,0.9328996562167843,1 days 22:03:29
114,219,0.932865281811124,2 days 21:49:25
114,173,0.932865281811124,2 days 22:02:56
173,219,0.932865281811124,3 days 00:56:18
181,173,0.932825017884585,0 days 11:59:01
114,219,0.932704005380893,2 days 22:48:03
173,219,0.932704005380893,3 days 01:54:56
1730,1934,0.9326584935737723,1 days 02:17:10
1934,1730,0.9326584935737723,1 days 02:14:03
1934,1730,0.9325450244488789,6 days 01:07:51
173,114,0.932535946774947,1 days 18:34:44
173,219,0.9325153643987647,2 days 22:02:05
1730,1934,0.9324377875313501,4 days 04:50:42
1934,1730,0.9324377875313501,4 days 04:50:18
181,173,0.9324036058603699,4 days 00:00:25
173,219,0.9323541484632615,2 days 23:00:43
181,173,0.9323004069074596,0 days 10:51:05
181,173,0.9323004069074596,5 days 23:53:10
181,173,0.9323004069074596,5 days 23:53:23
173,114,0.9322815362008743,5 days 11:09:40
1735,1751,0.9322173843099084,2 days 09:14:27
1751,1735,0.9322173843099084,2 days 09:15:00
181,173,0.9321694515116327,3 days 17:14:07
173,219,0.9321694515116327,5 days 10:51:09
173,114,0.932141670852145,3 days 04:34:31
3389,177,0.9320100015397329,2 days 01:26:27
173,179,0.9317718595593749,0 days 04:40:25
1934,1730,0.931750661519021,2 days 08:59:57
181,173,0.9316172830205194,5 days 08:53:50
173,179,0.9316107721631246,5 days 08:02:45
173,179,0.9316107721631246,0 days 01:02:57
173,114,0.9314752618004923,3 days 23:13:19
114,173,0.9314752618004923,3 days 07:53:21
207,173,0.9313556999221234,6 days 12:22:27
173,181,0.9313294810727728,1 days 08:09:09
181,173,0.9312011467519385,0 days 09:50:57
181,173,0.9311800817115851,4 days 00:00:48
173,114,0.9311006948495772,1 days 09:02:29
173,114,0.9311006948495772,4 days 06:39:03
219,173,0.9310636347277242,2 days 14:17:50
173,219,0.9309619567556482,0 days 01:44:50
3389,177,0.9309574536968691,3 days 00:40:36
173,179,0.9309322473874441,5 days 06:03:41
181,173,0.930780468325995,3 days 21:52:21
1751,1735,0.930756481155556,0 days 00:06:52
1735,1751,0.930756481155556,0 days 00:06:17
1934,1730,0.9306911554003151,2 days 01:25:34
173,114,0.9306261524540932,3 days 08:34:36
219,173,0.9304255311296512,5 days 03:21:07
173,179,0.9304255311296512,5 days 20:17:27
173,179,0.9304255311296512,5 days 10:18:09
173,179,0.9303834688073722,0 days 00:02:11
1730,1934,0.9303663101875664,0 days 12:09:55
1934,1730,0.9303663101875664,0 days 12:08:49
1751,1735,0.9303182436571956,0 days 00:19:56
1735,1751,0.9303182436571956,0 days 00:19:23
1751,1735,0.929856246888155,0 days 01:55:19
1735,1751,0.929856246888155,0 days 01:54:46
177,3389,0.929701348045235,6 days 23:38:32
1934,1730,0.9296795302077765,0 days 17:06:35
1730,1934,0.9296580637315862,4 days 20:43:28
173,219,0.9295747728028755,6 days 23:01:05
